40,16,3.9
40,26,4.3
40,36,4.0
40,46,4.2
41,10,4.0
41,20,4.3
41,30,4.1
41,40,3.8
41,50,4.4
41,60,4.2
41,70,4.1
41,80,3.9
41,90,4.5
41,0,4.3
41,11,4.0
41,21,4.6
41,31,4.2
41,41,3.7
42,12,4.1
42,22,3.9
42,32,4.3
42,42,4.0
42,52,3.8
42,62,4.2
42,72,4.4
42,82,4.1
42,92,4.0
42,2,4.5
42,13,3.7
42,23,4.2
42,33,3.9
42,43,4.1
43,13,4.0
43,23,4.4
43,33,4.1
43,43,3.9
43,53,4.5
43,63,4.2
43,73,4.0
43,83,4.3
43,93,3.8
43,3,4.1
43,14,4.2
43,24,3.8
43,34,4.5
43,44,4.1
44,14,4.4
44,24,4.0
44,34,3.7
44,44,4.2
44,54,4.1
44,64,3.9
44,74,4.5
44,84,4.0
44,94,4.3
44,4,3.8
44,15,4.1
44,25,4.2
44,35,4.0
44,45,3.9
45,15,4.3
45,25,4.1
45,35,3.8
45,45,4.5
45,55,4.0
45,65,4.2
45,75,3.9
45,85,4.4
45,95,4.1
45,5,4.0
45,16,3.7
45,26,4.2
45,36,4.5
45,46,3.9
46,1,3.9
46,10,4.5
46,22,4.0
46,33,3.6
46,45,4.2
46,56,4.7
46,67,3.8
46,78,4.1
46,89,4.3
46,95,4.0
46,12,4.4
46,26,4.2
46,37,3.7
46,49,4.1
46,58,4.5
47,2,3.8
47,11,4.3
47,23,4.1
47,34,4.6
47,46,4.2
47,57,4.0
47,68,3.9
47,79,4.4
47,90,4.0
47,15,3.7
47,27,4.2
47,38,4.5
47,50,3.9
47,59,4.0
47,69,4.1
48,3,4.2
48,12,4.1
48,24,4.3
48,35,3.9
48,47,4.5
48,58,4.2
48,69,3.8
48,80,4.1
48,91,4.4
48,16,4.0
48,28,4.3
48,39,4.1
48,51,3.7
48,60,4.5
48,70,4.2
49,4,3.7
49,13,4.2
49,25,3.8
49,36,4.3
49,48,4.1
49,59,3.9
49,70,4.5
49,81,4.0
49,92,4.2
49,17,3.8
49,29,4.4
49,40, 5

